          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   36.49 166  5.90     9.39 109  1.00 
  143.19 151 21.16    18.72  37  0.68 
  197.88 128 24.83     9.63  43  0.40 
  236.72  56 13.06    12.02   9  0.11 
  150.83 315 46.40     8.10  12  0.10 
  163.82 261 41.80    23.15  28  0.64 
  207.08 219 44.28   100.15  11  1.08 
  193.68 299 56.59     0.00   0  0.00 
  136.66 225 30.04     0.00   0  0.00 
   43.18 186  7.85     9.31  66  0.60 
   28.97 255  7.22    10.74  98  1.02 
   30.57 172  5.15    10.75  95  0.99 
   48.02 156  7.31    11.04  85  0.92 
   24.01 243  5.71    11.19 104  1.14 
   32.54 141  4.48     9.53  77  0.72 
   59.21 140  8.09    22.88  89  2.00 
   29.07 181  5.13    85.56 225 18.83 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   31.94 133  4.16    52.94 343 17.72 
   37.74 134  4.95    44.64  91  3.95 
   85.21 125 10.43     9.65 112  1.05 
  219.80  47 10.04     9.60  11  0.11 
  158.20  52  7.97     0.00   0  0.00 
  121.39 220 26.05    10.84  17  0.18 
  209.79  65 13.29     7.94  19  0.15 
  111.14 200 21.71    15.92  39  0.61 
  111.69 199 21.75    11.55  46  0.52 
  100.96 273 26.95     8.71  43  0.36 
  109.74 346 37.05    10.16  23  0.23 
   73.61 468 33.65     8.47 168  1.39 
  109.87 403 43.22     8.81 117  1.00 
   49.17 252 12.10     9.56  62  0.58 
   32.59 228  7.26     9.10  45  0.40 
   29.81 158  4.61    74.56  76  5.56 
   49.88 154  7.52    49.19 247 11.89 
   36.15 177  6.26    11.34 135  1.49 
   28.99 152  4.29    13.05 177  2.25 
   57.33 130  7.29    11.40 204  2.27 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   33.26 138  4.47    11.15 135  1.47 
   32.28 147  4.64    12.22 188  2.24 
   60.44 122  7.22    12.19 163  1.94 
  151.10 189 27.93    12.83 157  1.96 
  167.41 168 27.43    12.43 155  1.88 
  263.81 103 26.63    12.01 148  1.73 
  229.05 180 40.22    13.24 163  2.11 
  200.40 220 42.97    12.12 130  1.54 
   89.37 192 16.76    10.12 161  1.59 
   87.09 187 15.92    12.33 159  1.92 
  111.92  70  7.67    12.11 168  1.99 
   99.04  71  6.84    12.36 167  2.02 
   83.45  88  7.15    11.38 152  1.70 
  135.56  69  9.16    10.54 134  1.38 
   37.29 134  4.89    14.04 103  1.41 
   53.40 212 11.08    12.67 124  1.54 
  330.37  57 18.26    12.52 151  1.85 
  440.04  63 26.90    12.35 136  1.64 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  262.66 145 37.08    13.15 193  2.48 
  384.80 126 47.17    13.59 190  2.52 
  357.24 148 51.49    14.32 189  2.64 
  341.48 139 46.24    12.42 217  2.63 
  315.94 178 55.07    12.86 251  3.16 
  352.80 108 37.37    11.04 116  1.25 
  370.79 105 38.16     9.59 113  1.06 
  284.22 241 66.94    10.75  90  0.94 
  398.55 140 54.47     9.06  90  0.79 
  369.05  90 32.52     8.73 119  1.01 
  193.83 213 40.24    11.19 105  1.15 
  232.85 180 41.02    11.55  49  0.55 
  357.08 130 45.46    11.48  75  0.84 
  319.18 182 56.69    11.65  99  1.13 
  226.83 277 61.33    11.61 120  1.36 
  251.20 164 40.17    13.76 139  1.87 
  329.49 135 43.43    12.15 143  1.70 
  226.05 273 60.17    10.17  72  0.72 
  339.04 170 56.25     0.00   0  0.00 
  291.53 222 63.19     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  235.44 309 71.13    15.63  10  0.16 
  277.85 187 50.71     0.00   0  0.00 
  136.19 256 34.08     0.00   0  0.00 
  180.34 177 31.13    15.00   3  0.04 
  287.23  66 18.63     0.00   0  0.00 
  133.94 183 23.97     0.00   0  0.00 
  184.43 147 26.42     0.00   0  0.00 
  193.98  42  7.88     0.00   0  0.00 
  398.76 102 39.67     0.00   0  0.00 
  424.66 139 57.47     0.00   0  0.00 
  339.81 179 59.26     0.00   0  0.00 
  420.71 121 49.75     0.00   0  0.00 
  371.39 150 54.36     0.00   0  0.00 
  341.20 191 63.61     0.00   0  0.00 
  375.51 153 56.10     0.00   0  0.00 
  431.19 149 62.74     0.00   0  0.00 
  400.26 131 51.36     0.00   0  0.00 
  193.96 182 34.53     0.00   0  0.00 
  388.04  64 24.36     0.00   0  0.00 
  341.07  22  7.36     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  264.12 154 39.64     0.00   0  0.00 
  361.70 111 39.38     0.00   0  0.00 
  375.96  96 35.13     7.71   3  0.02 
  356.92 102 35.69    11.49   3  0.04 
  218.59 308 65.67     0.00   0  0.00 
  307.01 166 49.84     0.00   0  0.00 
  447.93 129 56.51     0.00   0  0.00 
  339.01 153 50.61    15.03   3  0.05 
  370.60  88 31.88     0.00   0  0.00 
  178.80 113 19.68     0.00   0  0.00 
  249.78 127 30.90     0.00   0  0.00 
  478.16  57 26.85     0.00   0  0.00 
  460.22  45 20.04     0.00   0  0.00 
  354.64 103 35.70     0.00   0  0.00 
  339.85 146 48.55     0.00   0  0.00 
  294.19 180 51.85     0.00   0  0.00 
  323.87 151 47.85     8.00   0  0.00 
  235.41 250 57.54     0.00   0  0.00 
  387.64  94 35.62     0.00   0  0.00 
  317.67 156 48.51     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  325.10 102 32.41     0.00   0  0.00 
  152.08 231 34.33     0.00   0  0.00 
  131.76 341 43.83     0.00   0  0.00 
  133.75 176 22.96     0.00   0  0.00 
  219.07 234 50.10     0.00   0  0.00 
  365.12 158 56.33     0.00   0  0.00 
  403.13 154 60.70     0.00   0  0.00 
  398.40 156 60.84     0.00   0  0.00 
  252.16 200 49.19     0.00   0  0.00 
  337.92 173 57.05     0.00   0  0.00 
  285.90 142 39.75     0.00   0  0.00 
  216.43 213 45.06     0.00   0  0.00 
  186.26 221 40.27     0.00   0  0.00 
  122.82 332 39.78     0.00   0  0.00 
   80.81 174 13.76     0.00   0  0.00 
   28.87 250  7.06     0.00   0  0.00 
   42.85 211  8.82     0.00   0  0.00 
   33.32 227  7.40     0.00   0  0.00 
   28.36 222  6.15     0.00   0  0.00 
   49.96 155  7.54     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   26.50 233  6.02     0.00   0  0.00 
   14.83 760 11.01     0.00   0  0.00 
   53.72 148  7.77     0.00   0  0.00 
   51.50 130  6.52     0.00   0  0.00 
   56.71 127  7.02     0.00   0  0.00 
   46.44 125  5.66     0.00   0  0.00 
   39.42 122  4.71     0.00   0  0.00 
   99.10 135 13.03     0.00   0  0.00 
  339.85 128 42.65     0.00   0  0.00 
  332.37 117 38.04     0.00   0  0.00 
  260.14 170 43.29     0.00   0  0.00 
  248.41 179 43.52     0.00   0  0.00 
  220.41  81 17.50     0.00   0  0.00 
  124.07 221 26.81     0.00   0  0.00 
  288.09 126 35.36     0.00   0  0.00 
  126.76 203 25.16     0.00   0  0.00 
   59.91 153  8.94     0.00   0  0.00 
   47.08 131  6.04     0.00   0  0.00 
   39.95 167  6.52     0.00   0  0.00 
   50.40 151  7.43     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   68.99 126  8.46     0.00   0  0.00 
   54.96 129  6.93     0.00   0  0.00 
   40.83 160  6.39     0.00   0  0.00 
   64.05 109  6.82     0.00   0  0.00 
   34.16 149  4.97     0.00   0  0.00 
   39.13 166  6.34     0.00   0  0.00 
   35.08 137  4.70     0.00   0  0.00 
  107.56 120 12.60     0.00   0  0.00 
  198.93  98 19.04     0.00   0  0.00 
  209.16  76 15.54     0.00   0  0.00 
  210.65 126 25.90     7.43   1  0.01 
  167.63 246 40.28     7.90   7  0.06 
  170.51 254 42.29    15.36   7  0.10 
  192.47 169 31.80     0.00   0  0.00 
  105.44 234 24.13     0.00   0  0.00 
   89.93 176 15.45     0.00   0  0.00 
   51.33 133  6.65     0.00   0  0.00 
   32.47 155  4.93     0.00   0  0.00 
   28.23 195  5.37     0.00   0  0.00 
   63.54 109  6.74     4.00   1  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   37.90 137  5.08     0.00   0  0.00 
   39.72 134  5.18     0.00   0  0.00 
   38.35 114  4.28     0.00   0  0.00 
   58.90 113  6.48     0.00   0  0.00 
   46.01 115  5.16     0.00   0  0.00 
   34.96 114  3.88     0.00   0  0.00 
  194.60  86 16.30     0.00   0  0.00 
  406.10  41 16.38     0.00   0  0.00 
  274.25  76 20.49     0.00   0  0.00 
  303.26  99 29.38     0.00   0  0.00 
  163.91 170 27.19     0.00   0  0.00 
  115.42 251 28.28     0.00   0  0.00 
  106.92 248 25.85     0.00   0  0.00 
  113.30 204 22.54     0.00   0  0.00 
   99.47 237 23.00     0.00   0  0.00 
   93.80 129 11.84     0.00   0  0.00 
   36.90 113  4.06     0.00   0  0.00 
   35.85 139  4.88     0.00   0  0.00 
   41.78 109  4.43     0.00   0  0.00 
   56.62 133  7.37     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   32.80 138  4.42     0.00   0  0.00 
   39.66 104  4.02     0.00   0  0.00 
   70.62  91  6.31     0.00   0  0.00 
   38.27 146  5.47     0.00   0  0.00 
   38.66  93  3.53     7.86   5  0.04 
   40.62  94  3.72     0.00   0  0.00 
  130.59 107 13.69    15.41   5  0.08 
  366.32  55 19.57     0.00   0  0.00 
  401.76  70 27.46     0.00   0  0.00 
  251.44 106 26.05     0.00   0  0.00 
  240.02 186 43.71     0.00   0  0.00 
  152.40 253 37.71     0.00   0  0.00 
  163.77 205 32.84     0.00   0  0.00 
  134.07 288 37.67     0.00   0  0.00 
  105.32 279 28.66     0.00   0  0.00 
  111.68 302 32.93     0.00   0  0.00 
   99.61 265 25.77     0.00   0  0.00 
   94.85 202 18.76     0.00   0  0.00 
   36.93 144  5.20     0.00   0  0.00 
   32.96 160  5.16     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   66.28 137  8.85     0.00   0  0.00 
   65.17 126  8.04     0.00   0  0.00 
   35.57 151  5.24     0.00   0  0.00 
   43.99 122  5.25     0.00   0  0.00 
   56.76 138  7.65     0.00   0  0.00 
   32.27 173  5.46     0.00   0  0.00 
   42.03 108  4.44     0.00   0  0.00 
  121.29  82  9.75     0.00   0  0.00 
  166.27 106 17.14     0.00   0  0.00 
  332.55  48 15.65     0.00   0  0.00 
  365.84  72 25.79     0.00   0  0.00 
  155.66 192 29.14     0.00   0  0.00 
  138.24 301 40.59     0.00   0  0.00 
  158.57 244 37.78     0.00   0  0.00 
   71.63 336 23.49     7.33   1  0.00 
   54.63 392 20.89    48.57   3  0.17 
   83.07 256 20.79     0.00   0  0.00 
   25.38 262  6.49    13.86   1  0.01 
   29.50 225  6.50     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    6.69 2955 19.31     0.00   0  0.00 
   29.00 204  5.78     0.00   0  0.00 
   32.28 263  8.31     0.00   0  0.00 
   34.25 289  9.66     0.00   0  0.00 
   35.46 265  9.19     0.00   0  0.00 
   24.27 312  7.40     0.00   0  0.00 
   21.99 414  8.88     0.00   0  0.00 
   24.74 224  5.41     0.00   0  0.00 
   74.98 148 10.81     0.00   0  0.00 
  228.65 117 26.14     0.00   0  0.00 
  274.72  30  8.13     0.00   0  0.00 
   95.94 203 19.02     0.00   0  0.00 
  176.42 206 35.46     0.00   0  0.00 
  215.01 186 38.97     0.00   0  0.00 
  159.53 310 48.35     0.00   0  0.00 
  168.16 226 37.14     0.00   0  0.00 
  110.90 272 29.45     0.00   0  0.00 
   66.78 370 24.16     0.00   0  0.00 
   44.12 247 10.63     0.00   0  0.00 
   42.38 151  6.24     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   35.87 233  8.15    55.47   4  0.24 
   48.90 201  9.62     0.00   0  0.00 
   44.69 137  5.98     0.00   0  0.00 
   41.63 137  5.57    13.00   0  0.01 
   27.84 155  4.20     0.00   0  0.00 
   77.75  89  6.79     0.00   0  0.00 
   98.32  46  4.44     0.00   0  0.00 
  101.48 113 11.18     0.00   0  0.00 
  300.89  18  5.29     8.00   0  0.00 
  196.25  59 11.27     0.00   0  0.00 
  180.70 117 20.73     0.00   0  0.00 
  434.95  66 27.94     0.00   0  0.00 
  344.55 114 38.46     0.00   0  0.00 
  287.47 180 50.67     0.00   0  0.00 
  340.99 147 49.08     0.00   0  0.00 
  320.72 155 48.60     0.00   0  0.00 
  248.81 169 41.01    54.95   2  0.10 
  259.77 134 33.94     0.00   0  0.00 
  282.57 110 30.49     0.00   0  0.00 
  236.98 129 29.85    12.25   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  265.21 141 36.59     0.00   0  0.00 
  156.53 232 35.46     0.00   0  0.00 
  113.64 381 42.25     0.00   0  0.00 
  114.81 308 34.57     0.00   0  0.00 
  179.13 258 45.19     0.00   0  0.00 
  289.68 201 56.89     0.00   0  0.00 
  232.53 208 47.16     0.00   0  0.00 
  327.97 124 39.66     0.00   0  0.00 
  269.99 155 40.93     0.00   0  0.00 
  218.51 177 37.73     0.00   0  0.00 
  261.60 184 46.96     0.00   0  0.00 
  306.88 202 60.62     0.00   0  0.00 
  165.31 283 45.76     0.00   0  0.00 
  313.47 179 54.72     0.00   0  0.00 
  240.73 201 47.24     0.00   0  0.00 
  264.43 180 46.52     0.00   0  0.00 
  182.93 304 54.40     0.00   0  0.00 
  173.38 241 40.82     0.00   0  0.00 
  158.01 227 35.08     0.00   0  0.00 
  160.20 205 32.08     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  222.13 132 28.54     0.00   0  0.00 
  294.19 152 43.61     0.00   0  0.00 
  224.28 177 38.87     0.00   0  0.00 
  323.49 140 44.07     0.00   0  0.00 
  263.81 171 44.02     0.00   0  0.00 
  228.45 217 48.51     0.00   0  0.00 
  373.57 166 60.53     0.00   0  0.00 
  314.06 206 63.12     0.00   0  0.00 
  263.51 212 54.51     0.00   0  0.00 
  227.23 190 42.05     0.00   0  0.00 
  162.85 256 40.74     0.00   0  0.00 
  247.76 135 32.78     0.00   0  0.00 
  187.54 192 35.11     0.00   0  0.00 
  249.32 182 44.33     0.00   0  0.00 
  165.15 100 16.16     0.00   0  0.00 
  129.76 137 17.32     0.00   0  0.00 
   86.79 185 15.64     0.00   0  0.00 
   47.28 127  5.86     0.00   0  0.00 
  197.80  88 16.92     0.00   0  0.00 
  185.95 143 25.95     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  272.10 118 31.32     0.00   0  0.00 
  430.48  93 39.30     0.00   0  0.00 
  294.33 155 44.55     0.00   0  0.00 
  442.87 121 52.41     0.00   0  0.00 
  389.16 141 53.58     0.00   0  0.00 
  273.66 166 44.38     0.00   0  0.00 
  371.98  20  7.12     0.00   0  0.00 
  323.62  63 19.88     0.00   0  0.00 
  370.30  94 34.13     0.00   0  0.00 
  323.46 168 53.00     0.00   0  0.00 
  332.81 128 41.49     0.00   0  0.00 
  407.22 114 45.40     0.00   0  0.00 
  220.60 195 42.07     0.00   0  0.00 
   98.31 133 12.75     0.00   0  0.00 
   92.80  70  6.36     0.00   0  0.00 
   77.88 145 11.06     0.00   0  0.00 
   56.56 101  5.61     0.00   0  0.00 
  374.82  73 26.72     0.00   0  0.00 
  221.65 120 25.97     0.00   0  0.00 
  426.05 125 51.96     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  477.92 126 58.99     0.00   0  0.00 
  414.32 139 56.11     0.00   0  0.00 
  290.36 195 55.40     0.00   0  0.00 
  384.47 161 60.48     0.00   0  0.00 
  310.72 180 54.61     0.00   0  0.00 
  248.41 246 59.71     0.00   0  0.00 
  346.67 171 57.92     8.00   0  0.00 
  274.93 114 30.66     0.00   0  0.00 
  512.00   0  0.10     0.00   0  0.00 
  252.95 100 24.80     8.00   0  0.00 
  251.26 190 46.56    24.43   5  0.11 
   68.75  64  4.30     7.93  11  0.09 
   91.53 136 12.15    12.33   2  0.03 
   83.60  52  4.28     7.97  25  0.20 
  317.50  66 20.40    85.99 166 13.91 
  209.21 185 37.87     9.56  23  0.21 
  347.25 117 39.65     7.85   5  0.04 
  368.99  63 22.70    10.97   7  0.07 
  384.04 106 39.68     0.00   0  0.00 
  301.51 243 71.63    14.29  32  0.44 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  390.12 176 66.92     6.86   1  0.01 
  395.48 161 62.06    50.57  11  0.52 
  316.36 232 71.72   125.44   2  0.22 
  330.54 164 53.01     0.00   0  0.00 
  322.04 130 40.85     0.00   0  0.00 
  226.92 149 33.04   263.25   1  0.21 
   97.98 249 23.82   174.00   1  0.20 
   35.51 216  7.49   295.43   1  0.40 
   31.09 285  8.66   164.15   1  0.21 
   54.33 156  8.30   195.25   3  0.61 
   38.40 156  5.85   128.64   4  0.55 
   38.58 166  6.24    14.67  15  0.21 
  110.54 144 15.58    22.32  11  0.25 
  329.38 109 34.99     4.29   4  0.02 
  361.49 125 44.09    10.63   6  0.06 
  388.50   1  0.30     0.00   0  0.00 
  292.79 125 35.79     9.56   2  0.02 
  319.50 114 35.63     9.88   2  0.02 
  321.45  89 28.05     8.36   2  0.02 
  225.35 179 39.50    18.21   3  0.05 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  283.86 129 35.64    79.49   4  0.30 
  256.65 176 44.18     6.00   3  0.02 
  312.18 186 56.76     7.80   5  0.04 
  218.08 245 52.11     6.59   3  0.02 
  143.00 294 41.11    13.69   6  0.08 
  131.64 358 46.02    17.05  15  0.25 
  105.54 355 36.59    11.78  34  0.40 
  121.96 255 30.32    10.32  63  0.64 
   56.07 212 11.60    25.48  18  0.45 
   32.79 151  4.84    10.86  99  1.05 
   35.40 134  4.64    11.19  51  0.56 
   62.01 123  7.43     9.23  29  0.26 
   32.10 150  4.71     9.87  55  0.53 
   39.97 126  4.92    14.05  53  0.73 
   56.85 139  7.73    10.49  93  0.96 
   31.02 164  4.96     8.39 235  1.92 
   40.45 116  4.58    11.19 106  1.16 
   38.77 116  4.39    12.46  40  0.49 
  174.65 116 19.73     9.97  10  0.10 
  306.28  23  7.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  358.71  85 29.95     0.00   0  0.00 
  258.14 160 40.45     0.00   0  0.00 
  301.04 103 30.22     0.00   0  0.00 
  149.07 160 23.26     0.00   0  0.00 
   80.96 233 18.41     0.00   0  0.00 
  104.47 314 32.04     0.00   0  0.00 
  115.11 151 16.98     9.44  60  0.56 
   43.04 146  6.14    12.89  97  1.22 
   59.99 189 11.05    10.59 100  1.04 
   47.50 110  5.10    10.60 100  1.03 
   50.14 135  6.59    10.82  91  0.97 
   32.39 135  4.27    11.02 108  1.17 
   42.86 105  4.39    11.15 110  1.20 
   70.53  89  6.13    10.36  74  0.75 
   32.55 166  5.27    26.71  39  1.03 
   42.14 123  5.06    34.50  41  1.37 
   40.44 136  5.36     8.25  14  0.12 
  122.98 132 15.80    11.03  60  0.65 
  269.07  42 10.93    10.94  29  0.32 
  359.07  77 26.93    10.66  32  0.34 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  256.64  73 18.32    11.17  70  0.77 
  283.49  79 21.92    11.55  49  0.55 
  227.02 125 27.71    10.75  63  0.66 
  246.40  92 22.16    11.20  76  0.83 
   98.48 148 14.25    10.40  63  0.64 
   68.94 146  9.82     9.43  42  0.38 
   49.13 138  6.62    20.12  69  1.36 
   36.51 188  6.71   106.26 174 18.03 
   52.92 122  6.32    42.89 342 14.34 
   56.20 121  6.66    52.01 140  7.12 
   36.06 177  6.25     9.67 103  0.97 
   41.35 131  5.29     9.63  32  0.30 
   37.80 210  7.74     8.68  42  0.36 
   39.47 143  5.51    11.08  76  0.82 
   43.98 119  5.10    10.10 227  2.24 
   43.84 115  4.94    29.10 247  7.02 
  151.71  96 14.18     9.44  76  0.70 
  329.32 117 37.66     9.76  51  0.49 
  272.76 118 31.46    38.38   5  0.19 
  183.52 183 32.79     9.89  18  0.17 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  227.86 153 34.04     7.94   6  0.05 
  158.84 161 25.03    10.73  28  0.29 
  106.97 255 26.69     8.56  22  0.19 
  109.70 187 20.08     0.00   0  0.00 
   55.87 131  7.16     0.00   0  0.00 
   36.70 149  5.35    13.21   2  0.02 
   31.76 159  4.92     0.00   0  0.00 
   76.53  93  6.94     9.39  62  0.57 
   38.82 122  4.63    10.43 107  1.09 
   37.28 143  5.20    11.08 115  1.25 
   42.78 113  4.70    10.56 101  1.04 
   65.57 108  6.92    11.32 104  1.15 
   35.74 161  5.62    11.07  95  1.03 
   43.72 121  5.19    10.55 103  1.07 
   40.65 123  4.89    11.33  75  0.84 
  136.99 117 15.72    12.31   5  0.06 
  274.83 100 26.73     0.00   0  0.00 
  312.31 100 30.49    10.08  42  0.41 
  177.95  98 17.01    11.31  39  0.43 
  232.09 128 28.98    10.44  62  0.64 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  193.98 173 32.73    11.10  84  0.91 
  104.98 232 23.83    11.09  84  0.91 
  116.48 217 24.67    10.90  89  0.95 
  115.74 182 20.55    10.81  79  0.84 
   36.26 181  6.40    14.80  82  1.18 
   36.81 146  5.23    50.91 174  8.66 
   35.79 142  4.96    42.75  91  3.80 
   52.67 158  8.15     9.25 116  1.04 
   33.90 134  4.43    10.28 113  1.14 
   38.22 128  4.78     9.64 158  1.49 
   62.27 131  7.97    10.78 118  1.25 
   34.46 123  4.15    11.56 146  1.65 
   41.61 119  4.83    11.41 152  1.70 
   49.69 114  5.56    12.02 151  1.77 
  207.31 138 27.90    11.82 162  1.87 
  290.22 139 39.45    11.47 124  1.39 
  295.13 163 46.86    11.49 124  1.39 
  179.11 226 39.53    11.48 121  1.36 
  231.92 202 45.68    11.69 140  1.60 
  177.35 210 36.40    10.70 108  1.13 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   96.74 329 31.07     9.37 117  1.07 
  117.41 316 36.21    10.12 101  1.00 
  121.40 241 28.62    10.97 118  1.27 
   91.34 228 20.35     9.96 157  1.52 
   39.79 171  6.65     9.69 153  1.45 
   35.87 192  6.71    11.82 158  1.83 
   51.33 201 10.08    11.67 157  1.79 
   22.88 275  6.15    12.01 151  1.77 
   32.77 189  6.06    11.47 150  1.68 
   40.38 234  9.22    12.27 152  1.82 
   41.21 138  5.55    11.72 139  1.59 
   45.39 150  6.65    13.69 166  2.22 
   41.91 156  6.38    14.52 229  3.24 
  110.87 105 11.39    14.21 293  4.06 
  257.77 107 27.03     8.77 112  0.96 
